year,member_id,MBR_NAME,party,topic_name,topic_vote_events,directional_topic_votes,yes_votes,no_votes,topic_provenance,yes_pct,no_pct,voting_tendency
2025,H0375,Adele Y. McClure,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0311,Alex Q. Askew,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0239,Alfonso H. Lopez,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0371,Amy J. Laufer,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0380,Atoosa R. Reaser,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0212,Betsy B. Carr,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0353,Bonita G. Anthony,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0343,Briana D. Sewell,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0330,Candi Mundon King,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0208,Charniele L. Herring,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0317,Dan I. Helmer,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0301,David A. Reid,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0177,David L. Bulova,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0361,Debra D. Gardner,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0207,Delores L. McQuinn,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0372,Destiny LeVere Bolling,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0322,Don Scott,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0334,Elizabeth B. Bennett-Parker,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0351,Holly M. Seibold,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0344,Irene Shin,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0385,JJ Singh,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0349,Jackie H. Glass,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0173,Jeion A. Ward,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0382,Joshua E. Thomas,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0314,Joshua G. Cole,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0381,Kannan Srinivasan,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0370,Karen Keys-Gamarra,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0294,Karrie K. Delaney,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0305,Kathy K.L. Tran,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0354,Katrina Callsen,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0295,Kelly K. Convirs-Fowler,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0355,Laura Jane Cohen,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0227,Luke E. Torian,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0284,"Marcia S. ""Cia"" Price",D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0264,Marcus B. Simon,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0172,Mark D. Sickles,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0374,Marty Martinez,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0360,Michael B. Feggans,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0368,Michael J. Jones,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0340,Michelle Lopes Maldonado,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0336,Nadarius E. Clark,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0219,Patrick A. Hope,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0281,Paul E. Krizek,D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0366,Phil M. Hernandez,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0356,Rae Cousins,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0327,Rodney T. Willett,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0365,"Rozia A. Henson, Jr.",D,Administration of Government,2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0266,Sam Rasoul,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0323,Shelly A. Simonds,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0108,Vivian E. Watts,D,Administration of Government,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2025,H0337,A.C. Cordoza,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0313,Amanda E. Batten,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0345,Anne Ferrell Tata,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0206,Barry D. Knight,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0329,Bill Wiley,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0181,C. Todd Gilbert,R,Administration of Government,2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0315,Carrie E. Coyner,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0378,Chris Obenshain,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0321,Chris S. Runion,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0150,"Daniel W. Marshall, III",R,Administration of Government,1,0,0,0,Official LIS subject,0.0,0.0,INSUFFICIENT DATA
2025,H0379,David Owen,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0377,Delores Oates,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0350,Ellen H. Campbell,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0384,Eric Phillips,R,Administration of Government,2,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0383,Eric R. Zehr,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2025,H0367,Geary Higgins,R,Administration of Government,1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
